id,url,place_type,name,full_name,country_code,country,contained_within,bounding_box.type,bounding_box.coordinates
0e587c59401d0a27,https://api.twitter.com/1.1/geo/id/0e587c59401d0a27.json,city,Pretoria,"Pretoria, South Africa",ZA,South Africa,[],Polygon,"[[[27.9483035, -25.9157727], [28.4198285, -25.9157727], [28.4198285, -25.5894376], [27.9483035, -25.5894376]]]"
7f15dd80ac78ef40,https://api.twitter.com/1.1/geo/id/7f15dd80ac78ef40.json,city,Bristol,"Bristol, England",GB,United Kingdom,[],Polygon,"[[[-2.659936, 51.399367], [-2.510844, 51.399367], [-2.510844, 51.516387], [-2.659936, 51.516387]]]"
7f15dd80ac78ef40,https://api.twitter.com/1.1/geo/id/7f15dd80ac78ef40.json,city,Bristol,"Bristol, England",GB,United Kingdom,[],Polygon,"[[[-2.659936, 51.399367], [-2.510844, 51.399367], [-2.510844, 51.516387], [-2.659936, 51.516387]]]"
