id,url,place_type,name,full_name,country_code,country,contained_within,tweet_id,bounding_box.type,bounding_box.coordinates
1027fcd83c280af3,https://api.twitter.com/1.1/geo/id/1027fcd83c280af3.json,city,Lagos de Moreno,"Lagos de Moreno, Jalisco",MX,Mexico,[],1632462916837416964,Polygon,"[[[-102.16888, 21.1778369], [-101.568873, 21.1778369], [-101.568873, 21.8892021], [-102.16888, 21.8892021]]]"
1027fcd83c280af3,https://api.twitter.com/1.1/geo/id/1027fcd83c280af3.json,city,Lagos de Moreno,"Lagos de Moreno, Jalisco",MX,Mexico,[],1632462916837416964,Polygon,"[[[-102.16888, 21.1778369], [-101.568873, 21.1778369], [-101.568873, 21.8892021], [-102.16888, 21.8892021]]]"
