id,url,place_type,name,full_name,country_code,country,contained_within,tweet_id,bounding_box.type,bounding_box.coordinates
3e711c16431907f4,https://api.twitter.com/1.1/geo/id/3e711c16431907f4.json,city,Lynn,"Lynn, MA",US,United States,[],1630330068995022849,Polygon,"[[[-71.01153, 42.444954], [-70.92218, 42.444954], [-70.92218, 42.51252], [-71.01153, 42.51252]]]"
3e711c16431907f4,https://api.twitter.com/1.1/geo/id/3e711c16431907f4.json,city,Lynn,"Lynn, MA",US,United States,[],1630330068995022849,Polygon,"[[[-71.01153, 42.444954], [-70.92218, 42.444954], [-70.92218, 42.51252], [-71.01153, 42.51252]]]"
