id,url,place_type,name,full_name,country_code,country,contained_within,tweet_id,bounding_box.type,bounding_box.coordinates
8abc99434d4f5d28,https://api.twitter.com/1.1/geo/id/8abc99434d4f5d28.json,city,Cologne,"Cologne, Germany",DE,Germany,[],1630824650866302976,Polygon,"[[[6.772567, 50.830287], [7.162373, 50.830287], [7.162373, 51.0849471], [6.772567, 51.0849471]]]"
8abc99434d4f5d28,https://api.twitter.com/1.1/geo/id/8abc99434d4f5d28.json,city,Cologne,"Cologne, Germany",DE,Germany,[],1630824650866302976,Polygon,"[[[6.772567, 50.830287], [7.162373, 50.830287], [7.162373, 51.0849471], [6.772567, 51.0849471]]]"
